sWL,sRC,sM,sSS,sTB,sPC,sLPP,sTIME
W,07.39,01.27,00,0.00000032,0.00020672,1.563%,00:25:55
L,81.32,01.33,07,0.00000025,0.00020579,1.561%,00:25:54
L,24.84,01.36,04,0.00000019,0.00020598,1.561%,00:25:53
L,98.52,01.20,07,0.00000014,0.00020612,1.561%,00:25:53
L,97.10,01.19,02,0.00000012,0.00020624,1.561%,00:25:52
L,47.70,01.08,07,0.00000011,0.00020634,1.561%,00:25:51
W,00.02,01.27,00,0.00000032,0.00020644,1.561%,00:25:51
L,21.76,01.33,07,0.00000025,0.00020551,1.559%,00:25:50
L,68.57,01.36,04,0.00000019,0.00020570,1.559%,00:25:49
L,44.70,01.20,07,0.00000014,0.00020584,1.559%,00:25:49
L,62.98,01.19,02,0.00000012,0.00020596,1.559%,00:25:48
L,22.34,01.08,07,0.00000011,0.00020606,1.559%,00:25:48
W,31.75,01.52,00,0.00000495,0.00020616,1.559%,00:25:47
L,81.96,01.72,07,0.00000325,0.00019995,1.550%,00:25:46
L,59.91,01.53,07,0.00000189,0.00020184,1.550%,00:25:45
L,61.72,01.95,08,0.00000123,0.00020307,1.550%,00:25:44
L,99.43,01.70,07,0.00000063,0.00020370,1.550%,00:25:44
L,45.74,01.50,07,0.00000037,0.00020407,1.550%,00:25:43
L,42.42,01.33,07,0.00000025,0.00020432,1.550%,00:25:42
L,82.24,01.36,04,0.00000019,0.00020451,1.550%,00:25:42
L,79.33,01.20,07,0.00000014,0.00020465,1.550%,00:25:41
L,90.83,01.19,02,0.00000012,0.00020477,1.550%,00:25:40
L,86.94,01.08,07,0.00000011,0.00020487,1.550%,00:25:40
W,00.20,01.14,00,0.00000022,0.00020497,1.550%,00:25:39
L,26.54,01.36,04,0.00000019,0.00020359,1.544%,00:25:38
L,10.31,01.20,07,0.00000014,0.00020373,1.544%,00:25:37
L,53.03,01.19,02,0.00000012,0.00020385,1.544%,00:25:37
L,53.57,01.08,07,0.00000011,0.00020395,1.544%,00:25:36
W,16.72,01.43,00,0.00000053,0.00020405,1.544%,00:25:36
L,87.92,01.50,07,0.00000037,0.00020320,1.544%,00:25:35
L,71.38,01.33,07,0.00000025,0.00020345,1.544%,00:25:34
L,43.46,01.36,04,0.00000019,0.00020364,1.544%,00:25:34
L,99.48,01.20,07,0.00000014,0.00020378,1.544%,00:25:33
L,15.24,01.19,02,0.00000012,0.00020390,1.544%,00:25:32
L,85.74,01.08,07,0.00000011,0.00020400,1.544%,00:25:32
W,19.54,01.43,00,0.00000053,0.00020410,1.544%,00:25:31
L,73.39,01.50,07,0.00000037,0.00020325,1.544%,00:25:31
L,54.18,01.33,07,0.00000025,0.00020350,1.544%,00:25:30
L,59.78,01.36,04,0.00000019,0.00020369,1.544%,00:25:29
L,98.24,01.20,07,0.00000014,0.00020383,1.544%,00:25:28
L,30.27,01.19,02,0.00000012,0.00020395,1.544%,00:25:28
L,77.47,01.08,07,0.00000011,0.00020405,1.544%,00:25:27
W,17.05,01.27,00,0.00000032,0.00020415,1.544%,00:25:26
L,70.87,01.33,07,0.00000025,0.00020322,1.541%,00:25:26
L,22.23,01.36,04,0.00000019,0.00020341,1.541%,00:25:25
L,77.01,01.20,07,0.00000014,0.00020355,1.541%,00:25:24
L,85.72,01.19,02,0.00000012,0.00020367,1.541%,00:25:23
L,74.95,01.08,07,0.00000011,0.00020377,1.541%,00:25:22
W,20.91,01.27,00,0.00000032,0.00020387,1.541%,00:25:22
L,97.78,01.33,07,0.00000025,0.00020294,1.539%,00:25:21
L,31.88,01.36,04,0.00000019,0.00020313,1.539%,00:25:20
L,61.36,01.20,07,0.00000014,0.00020327,1.539%,00:25:20
L,86.77,01.19,02,0.00000012,0.00020339,1.539%,00:25:19
L,83.03,01.08,07,0.00000011,0.00020349,1.539%,00:25:19
W,09.69,01.14,00,0.00000022,0.00020359,1.539%,00:25:18
L,30.81,01.36,04,0.00000019,0.00020221,1.536%,00:25:18
L,57.61,01.20,07,0.00000014,0.00020235,1.536%,00:25:17
L,78.34,01.19,02,0.00000012,0.00020247,1.536%,00:25:16
L,04.37,01.08,07,0.00000011,0.00020257,1.536%,00:25:15
W,12.95,01.65,00,0.00000104,0.00020267,1.536%,00:25:15
L,72.70,01.70,07,0.00000063,0.00020171,1.536%,00:25:14
L,51.38,01.50,07,0.00000037,0.00020208,1.536%,00:25:14
L,23.09,01.33,07,0.00000025,0.00020233,1.536%,00:25:13
L,79.37,01.36,04,0.00000019,0.00020252,1.536%,00:25:13
L,95.19,01.20,07,0.00000014,0.00020266,1.536%,00:25:11
L,27.11,01.19,02,0.00000012,0.00020278,1.536%,00:25:11
L,79.96,01.08,07,0.00000011,0.00020288,1.536%,00:25:10
W,25.30,01.43,00,0.00000053,0.00020298,1.536%,00:25:10
L,25.81,01.50,07,0.00000037,0.00020212,1.536%,00:25:09
L,17.86,01.33,07,0.00000025,0.00020237,1.536%,00:25:08
L,24.83,01.36,04,0.00000019,0.00020256,1.536%,00:25:08
L,54.04,01.20,07,0.00000014,0.00020270,1.536%,00:25:07
L,51.02,01.19,02,0.00000012,0.00020282,1.536%,00:25:07
L,62.25,01.08,07,0.00000011,0.00020292,1.536%,00:25:06
W,21.36,01.43,00,0.00000053,0.00020302,1.536%,00:25:06
L,80.83,01.50,07,0.00000037,0.00020217,1.536%,00:25:05
L,40.46,01.33,07,0.00000025,0.00020242,1.536%,00:25:04
L,79.57,01.36,04,0.00000019,0.00020261,1.536%,00:25:04
L,89.30,01.20,07,0.00000014,0.00020275,1.536%,00:25:03
L,51.20,01.19,02,0.00000012,0.00020287,1.536%,00:25:03
L,61.10,01.08,07,0.00000011,0.00020297,1.536%,00:25:02
W,08.18,01.21,00,0.00000017,0.00020307,1.536%,00:25:01
L,77.57,01.20,07,0.00000014,0.00020240,1.536%,00:25:01
L,54.86,01.19,02,0.00000012,0.00020252,1.536%,00:25:00
L,84.08,01.08,07,0.00000011,0.00020262,1.536%,00:24:59
W,01.57,01.21,00,0.00000017,0.00020272,1.536%,00:24:58
L,38.38,01.20,07,0.00000014,0.00020204,1.536%,00:24:58
L,99.57,01.19,02,0.00000012,0.00020216,1.536%,00:24:57
L,85.66,01.08,07,0.00000011,0.00020226,1.536%,00:24:56
W,03.08,01.21,00,0.00000017,0.00020236,1.536%,00:24:56
L,66.64,01.20,07,0.00000014,0.00020169,1.536%,00:24:55
L,78.12,01.19,02,0.00000012,0.00020181,1.536%,00:24:54
L,37.15,01.08,07,0.00000011,0.00020191,1.536%,00:24:54
W,23.89,01.65,00,0.00000104,0.00020201,1.536%,00:24:53
L,72.05,01.70,07,0.00000063,0.00020104,1.536%,00:24:52
L,62.48,01.50,07,0.00000037,0.00020141,1.536%,00:24:52
L,37.92,01.33,07,0.00000025,0.00020166,1.536%,00:24:51
L,32.30,01.36,04,0.00000019,0.00020185,1.536%,00:24:50
L,91.16,01.20,07,0.00000014,0.00020199,1.536%,00:24:50
L,46.02,01.19,02,0.00000012,0.00020211,1.536%,00:24:49
L,89.94,01.08,07,0.00000011,0.00020221,1.536%,00:24:48
W,01.74,01.11,00,0.00000011,0.00020231,1.536%,00:24:48
L,33.84,01.08,07,0.00000011,0.00020142,1.536%,00:24:47
W,09.14,01.14,00,0.00000022,0.00020152,1.536%,00:24:46
L,17.55,01.36,04,0.00000019,0.00020014,1.536%,00:24:45
L,16.98,01.20,07,0.00000014,0.00020028,1.536%,00:24:45
L,42.71,01.19,02,0.00000012,0.00020040,1.536%,00:24:44
L,72.42,01.08,07,0.00000011,0.00020050,1.536%,00:24:43
W,11.31,01.43,00,0.00000053,0.00020060,1.536%,00:24:43
L,96.98,01.50,07,0.00000037,0.00019975,1.536%,00:24:42
L,40.55,01.33,07,0.00000025,0.00020000,1.536%,00:24:41
L,29.22,01.36,04,0.00000019,0.00020019,1.536%,00:24:41
L,53.32,01.20,07,0.00000014,0.00020033,1.536%,00:24:40
L,47.00,01.19,02,0.00000012,0.00020045,1.536%,00:24:39
L,05.94,01.08,07,0.00000011,0.00020055,1.536%,00:24:38
W,00.67,01.21,00,0.00000017,0.00020065,1.536%,00:24:38
L,33.48,01.20,07,0.00000014,0.00019998,1.536%,00:24:37
L,45.42,01.19,02,0.00000012,0.00020010,1.536%,00:24:36
L,22.85,01.08,07,0.00000011,0.00020020,1.536%,00:24:36
W,10.47,01.27,00,0.00000032,0.00020030,1.536%,00:24:35
L,37.67,01.33,07,0.00000025,0.00019937,1.536%,00:24:35
L,76.91,01.36,04,0.00000019,0.00019956,1.536%,00:24:34
L,55.30,01.20,07,0.00000014,0.00019970,1.536%,00:24:34
L,36.13,01.19,02,0.00000012,0.00019982,1.536%,00:24:33
L,11.98,01.08,07,0.00000011,0.00019992,1.536%,00:24:32
W,13.07,01.65,00,0.00000104,0.00020002,1.536%,00:24:32
L,44.43,01.70,07,0.00000063,0.00019905,1.536%,00:24:31
L,97.36,01.50,07,0.00000037,0.00019942,1.536%,00:24:31
L,14.32,01.33,07,0.00000025,0.00019967,1.536%,00:24:30
L,64.99,01.36,04,0.00000019,0.00019986,1.536%,00:24:30
L,21.32,01.20,07,0.00000014,0.00020000,1.536%,00:24:29
L,70.81,01.19,02,0.00000012,0.00020012,1.536%,00:24:29
L,23.83,01.08,07,0.00000011,0.00020022,1.536%,00:24:28
W,19.74,01.43,00,0.00000053,0.00020032,1.536%,00:24:27
L,65.55,01.50,07,0.00000037,0.00019947,1.536%,00:24:27
L,50.08,01.33,07,0.00000025,0.00019972,1.536%,00:24:26
L,29.07,01.36,04,0.00000019,0.00019991,1.536%,00:24:26
L,49.95,01.20,07,0.00000014,0.00020005,1.536%,00:24:25
L,76.73,01.19,02,0.00000012,0.00020017,1.536%,00:24:25
L,44.99,01.08,07,0.00000011,0.00020027,1.536%,00:24:24
W,20.21,01.27,00,0.00000032,0.00020037,1.536%,00:24:24
L,17.96,01.33,07,0.00000025,0.00019944,1.536%,00:24:23
L,50.05,01.36,04,0.00000019,0.00019963,1.536%,00:24:22
L,96.18,01.20,07,0.00000014,0.00019977,1.536%,00:24:22
L,56.81,01.19,02,0.00000012,0.00019989,1.536%,00:24:21
L,15.98,01.08,07,0.00000011,0.00019999,1.536%,00:24:21
W,03.67,01.27,00,0.00000032,0.00020009,1.536%,00:24:20
L,98.33,01.33,07,0.00000025,0.00019916,1.536%,00:24:20
L,68.65,01.36,04,0.00000019,0.00019935,1.536%,00:24:19
L,33.93,01.20,07,0.00000014,0.00019949,1.536%,00:24:18
L,84.05,01.19,02,0.00000012,0.00019961,1.536%,00:24:18
L,34.66,01.08,07,0.00000011,0.00019971,1.536%,00:24:17
W,02.81,02.20,00,0.00003172,0.00019981,1.536%,00:24:17
L,84.14,02.29,07,0.00001442,0.00018779,1.536%,00:24:16
L,81.48,01.94,05,0.00000630,0.00019409,1.536%,00:24:15
L,73.58,01.72,07,0.00000325,0.00019734,1.536%,00:24:15
L,49.35,01.53,07,0.00000189,0.00019923,1.536%,00:24:14
L,60.21,01.95,08,0.00000123,0.00020046,1.536%,00:24:14
L,79.74,01.70,07,0.00000063,0.00020109,1.536%,00:24:13
L,60.21,01.50,07,0.00000037,0.00020146,1.536%,00:24:12
L,84.18,01.33,07,0.00000025,0.00020171,1.536%,00:24:12
L,78.37,01.36,04,0.00000019,0.00020190,1.536%,00:24:11
L,53.71,01.20,07,0.00000014,0.00020204,1.536%,00:24:11
L,79.00,01.19,02,0.00000012,0.00020216,1.536%,00:24:10
L,97.09,01.08,07,0.00000011,0.00020226,1.536%,00:24:09
W,09.38,01.27,00,0.00000032,0.00020236,1.536%,00:24:08
L,94.25,01.33,07,0.00000025,0.00020143,1.536%,00:24:08
L,35.88,01.36,04,0.00000019,0.00020162,1.536%,00:24:07
L,95.15,01.20,07,0.00000014,0.00020176,1.536%,00:24:07
L,37.11,01.19,02,0.00000012,0.00020188,1.536%,00:24:06
L,76.89,01.08,07,0.00000011,0.00020198,1.536%,00:24:05
W,41.10,01.83,00,0.00001157,0.00020208,1.536%,00:24:05
L,37.24,01.94,05,0.00000631,0.00019451,1.536%,00:24:04
L,99.35,01.72,07,0.00000325,0.00019776,1.536%,00:24:04
L,61.13,01.54,07,0.00000189,0.00019965,1.536%,00:24:03
L,74.05,01.95,08,0.00000123,0.00020088,1.536%,00:24:03
L,60.60,01.70,07,0.00000063,0.00020151,1.536%,00:24:02
L,21.14,01.50,07,0.00000037,0.00020188,1.536%,00:24:02
L,36.99,01.33,07,0.00000025,0.00020213,1.536%,00:24:01
L,76.93,01.36,04,0.00000019,0.00020232,1.536%,00:24:00
L,88.21,01.20,07,0.00000014,0.00020246,1.536%,00:24:00
L,16.13,01.19,02,0.00000012,0.00020258,1.536%,00:23:59
L,36.90,01.08,07,0.00000011,0.00020268,1.536%,00:23:59
W,28.13,01.65,00,0.00000104,0.00020278,1.536%,00:23:58
L,69.50,01.70,07,0.00000063,0.00020181,1.536%,00:23:58
L,91.52,01.50,07,0.00000037,0.00020218,1.536%,00:23:57
L,24.50,01.33,07,0.00000025,0.00020243,1.536%,00:23:56
L,58.07,01.36,04,0.00000019,0.00020262,1.536%,00:23:56
L,26.35,01.20,07,0.00000014,0.00020276,1.536%,00:23:55
L,26.33,01.19,02,0.00000012,0.00020288,1.536%,00:23:55
L,64.65,01.08,07,0.00000011,0.00020298,1.536%,00:23:54
W,10.89,01.21,00,0.00000017,0.00020308,1.536%,00:23:54
L,89.38,01.20,07,0.00000014,0.00020241,1.533%,00:23:53
L,16.53,01.19,02,0.00000012,0.00020253,1.533%,00:23:53
L,76.23,01.08,07,0.00000011,0.00020263,1.533%,00:23:52
W,01.92,01.21,00,0.00000017,0.00020273,1.533%,00:23:51
L,81.53,01.20,07,0.00000014,0.00020205,1.530%,00:23:51
L,51.88,01.19,02,0.00000012,0.00020217,1.530%,00:23:50
L,19.09,01.08,07,0.00000011,0.00020227,1.530%,00:23:50
W,00.88,01.11,00,0.00000011,0.00020237,1.530%,00:23:49
L,37.06,01.08,07,0.00000011,0.00020148,1.524%,00:23:48
W,13.51,01.52,00,0.00000495,0.00020158,1.524%,00:23:48
L,29.97,01.72,07,0.00000325,0.00019537,1.515%,00:23:47
L,59.48,01.54,07,0.00000189,0.00019726,1.515%,00:23:47
L,59.08,01.95,08,0.00000123,0.00019849,1.515%,00:23:46
L,76.45,01.70,07,0.00000063,0.00019912,1.515%,00:23:45
L,32.93,01.50,07,0.00000037,0.00019949,1.515%,00:23:44
L,85.55,01.33,07,0.00000025,0.00019974,1.515%,00:23:44
L,41.90,01.36,04,0.00000019,0.00019993,1.515%,00:23:43
L,80.10,01.20,07,0.00000014,0.00020007,1.515%,00:23:43
L,14.18,01.19,02,0.00000012,0.00020019,1.515%,00:23:42
L,34.99,01.08,07,0.00000011,0.00020029,1.515%,00:23:41
W,11.13,01.21,00,0.00000017,0.00020039,1.515%,00:23:40
L,85.53,01.20,07,0.00000014,0.00019971,1.515%,00:23:40
L,42.45,01.19,02,0.00000012,0.00019983,1.515%,00:23:39
L,95.79,01.08,07,0.00000011,0.00019993,1.515%,00:23:38
W,27.18,01.43,00,0.00000053,0.00020003,1.515%,00:23:37
L,78.30,01.50,07,0.00000037,0.00019918,1.515%,00:23:36
L,96.78,01.33,07,0.00000025,0.00019943,1.515%,00:23:36
L,47.26,01.36,04,0.00000019,0.00019962,1.515%,00:23:35
L,57.07,01.20,07,0.00000014,0.00019976,1.515%,00:23:34
L,46.95,01.19,02,0.00000012,0.00019988,1.515%,00:23:34
L,25.66,01.08,07,0.00000011,0.00019998,1.515%,00:23:33
W,01.81,01.11,00,0.00000011,0.00020008,1.515%,00:23:33
L,32.52,01.08,07,0.00000011,0.00019919,1.515%,00:23:32
W,12.39,01.43,00,0.00000053,0.00019929,1.515%,00:23:31
L,31.27,01.50,07,0.00000037,0.00019844,1.515%,00:23:31
L,70.21,01.33,07,0.00000025,0.00019869,1.515%,00:23:30
L,65.64,01.36,04,0.00000019,0.00019888,1.515%,00:23:29
L,72.38,01.20,07,0.00000014,0.00019902,1.515%,00:23:29
L,35.25,01.19,02,0.00000012,0.00019914,1.515%,00:23:28
L,63.85,01.08,07,0.00000011,0.00019924,1.515%,00:23:27
W,12.85,01.83,00,0.00001157,0.00019934,1.515%,00:23:27
L,35.25,01.94,05,0.00000631,0.00019177,1.515%,00:23:26
L,78.64,01.72,07,0.00000325,0.00019502,1.515%,00:23:25
L,34.71,01.54,07,0.00000189,0.00019691,1.515%,00:23:25
L,43.88,01.95,08,0.00000123,0.00019814,1.515%,00:23:24
L,99.51,01.70,07,0.00000063,0.00019877,1.515%,00:23:23
L,41.74,01.50,07,0.00000037,0.00019914,1.515%,00:23:23
L,29.21,01.33,07,0.00000025,0.00019939,1.515%,00:23:22
L,91.10,01.36,04,0.00000019,0.00019958,1.515%,00:23:21
L,88.07,01.20,07,0.00000014,0.00019972,1.515%,00:23:21
L,83.31,01.19,02,0.00000012,0.00019984,1.515%,00:23:20
L,55.85,01.08,07,0.00000011,0.00019994,1.515%,00:23:19
W,05.48,01.27,00,0.00000032,0.00020004,1.515%,00:23:18
L,76.46,01.33,07,0.00000025,0.00019911,1.515%,00:23:18
L,94.73,01.36,04,0.00000019,0.00019930,1.515%,00:23:17
L,41.38,01.20,07,0.00000014,0.00019944,1.515%,00:23:17
L,41.80,01.19,02,0.00000012,0.00019956,1.515%,00:23:16
L,65.25,01.08,07,0.00000011,0.00019966,1.515%,00:23:15
W,10.57,01.65,00,0.00000104,0.00019976,1.515%,00:23:15
L,58.49,01.70,07,0.00000063,0.00019879,1.515%,00:23:14
L,26.91,01.50,07,0.00000037,0.00019916,1.515%,00:23:14
L,18.61,01.33,07,0.00000025,0.00019941,1.515%,00:23:13
L,21.07,01.36,04,0.00000019,0.00019960,1.515%,00:23:12
L,20.17,01.20,07,0.00000014,0.00019974,1.515%,00:23:11
L,40.07,01.19,02,0.00000012,0.00019986,1.515%,00:23:11
L,93.10,01.08,07,0.00000011,0.00019996,1.515%,00:23:10
W,20.25,01.65,00,0.00000104,0.00020006,1.515%,00:23:10
L,61.73,01.70,07,0.00000063,0.00019909,1.515%,00:23:09
L,35.49,01.50,07,0.00000037,0.00019946,1.515%,00:23:08
L,92.35,01.33,07,0.00000025,0.00019971,1.515%,00:23:07
L,67.42,01.36,04,0.00000019,0.00019990,1.515%,00:23:07
L,55.57,01.20,07,0.00000014,0.00020004,1.515%,00:23:06
L,96.92,01.19,02,0.00000012,0.00020016,1.515%,00:23:05
L,64.66,01.08,07,0.00000011,0.00020026,1.515%,00:23:04
W,00.91,01.09,00,0.00000013,0.00020036,1.515%,00:23:04
L,13.28,01.19,02,0.00000012,0.00019900,1.508%,00:23:03
L,30.97,01.08,07,0.00000011,0.00019910,1.508%,00:23:02
W,29.37,01.65,00,0.00000104,0.00019920,1.508%,00:23:02
L,31.58,01.70,07,0.00000063,0.00019823,1.508%,00:23:01
L,48.88,01.50,07,0.00000037,0.00019860,1.508%,00:23:00
L,54.77,01.33,07,0.00000025,0.00019885,1.508%,00:23:00
L,83.74,01.36,04,0.00000019,0.00019904,1.508%,00:22:59
L,76.78,01.20,07,0.00000014,0.00019918,1.508%,00:22:58
L,43.24,01.19,02,0.00000012,0.00019930,1.508%,00:22:58
L,96.90,01.08,07,0.00000011,0.00019940,1.508%,00:22:57
W,01.26,01.11,00,0.00000011,0.00019950,1.508%,00:22:56
L,96.07,01.08,07,0.00000011,0.00019861,1.508%,00:22:56
W,11.44,01.83,00,0.00001157,0.00019871,1.508%,00:22:55
L,60.27,01.94,05,0.00000631,0.00019114,1.508%,00:22:54
L,96.24,01.72,07,0.00000325,0.00019439,1.508%,00:22:53
L,37.97,01.54,07,0.00000189,0.00019628,1.508%,00:22:53
L,68.38,01.95,08,0.00000123,0.00019751,1.508%,00:22:52
L,53.10,01.70,07,0.00000063,0.00019814,1.508%,00:22:51
L,83.51,01.50,07,0.00000037,0.00019851,1.508%,00:22:51
L,99.53,01.33,07,0.00000025,0.00019876,1.508%,00:22:50
L,37.90,01.36,04,0.00000019,0.00019895,1.508%,00:22:49
L,82.52,01.20,07,0.00000014,0.00019909,1.508%,00:22:48
L,84.45,01.19,02,0.00000012,0.00019921,1.508%,00:22:48
L,34.05,01.08,07,0.00000011,0.00019931,1.508%,00:22:47
W,00.91,01.04,00,0.00000010,0.00019941,1.508%,00:22:46
W,01.10,01.09,00,0.00000013,0.00019703,1.490%,00:22:46
L,20.61,01.19,02,0.00000012,0.00019567,1.481%,00:22:45
L,54.62,01.08,07,0.00000011,0.00019577,1.481%,00:22:44
W,05.55,01.52,00,0.00000495,0.00019587,1.481%,00:22:44
L,31.09,01.72,07,0.00000325,0.00018965,1.472%,00:22:43
L,82.13,01.54,07,0.00000189,0.00019154,1.472%,00:22:42
L,74.75,01.95,08,0.00000123,0.00019277,1.472%,00:22:42
L,60.62,01.70,07,0.00000063,0.00019340,1.472%,00:22:41
L,25.87,01.50,07,0.00000037,0.00019377,1.472%,00:22:40
L,99.93,01.33,07,0.00000025,0.00019402,1.472%,00:22:40
L,38.46,01.36,04,0.00000019,0.00019421,1.472%,00:22:39
L,91.45,01.20,07,0.00000014,0.00019435,1.472%,00:22:38
L,25.97,01.19,02,0.00000012,0.00019447,1.472%,00:22:38
L,45.46,01.08,07,0.00000011,0.00019457,1.472%,00:22:37
W,00.37,01.11,00,0.00000011,0.00019467,1.472%,00:22:36
L,70.48,01.08,07,0.00000011,0.00019378,1.466%,00:22:35
W,04.25,01.43,00,0.00000053,0.00019388,1.466%,00:22:35
L,85.52,01.50,07,0.00000037,0.00019303,1.466%,00:22:34
L,73.51,01.33,07,0.00000025,0.00019328,1.466%,00:22:34
L,86.63,01.36,04,0.00000019,0.00019347,1.466%,00:22:33
L,76.33,01.20,07,0.00000014,0.00019361,1.466%,00:22:32
L,85.77,01.19,02,0.00000012,0.00019373,1.466%,00:22:32
L,88.40,01.08,07,0.00000011,0.00019383,1.466%,00:22:31
W,08.05,01.21,00,0.00000017,0.00019393,1.466%,00:22:30
L,99.64,01.20,07,0.00000014,0.00019326,1.464%,00:22:29
L,45.07,01.19,02,0.00000012,0.00019338,1.464%,00:22:29
L,29.39,01.08,07,0.00000011,0.00019348,1.464%,00:22:28
W,14.26,01.27,00,0.00000032,0.00019358,1.464%,00:22:28
L,92.21,01.33,07,0.00000025,0.00019265,1.462%,00:22:27
L,48.86,01.36,04,0.00000019,0.00019284,1.462%,00:22:27
L,78.11,01.20,07,0.00000014,0.00019298,1.462%,00:22:26
L,75.22,01.19,02,0.00000012,0.00019310,1.462%,00:22:25
L,62.68,01.08,07,0.00000011,0.00019320,1.462%,00:22:25
W,23.91,01.43,00,0.00000053,0.00019330,1.462%,00:22:24
L,50.12,01.50,07,0.00000037,0.00019245,1.462%,00:22:24
L,45.31,01.33,07,0.00000025,0.00019270,1.462%,00:22:23
L,33.84,01.36,04,0.00000019,0.00019289,1.462%,00:22:22
L,16.54,01.20,07,0.00000014,0.00019303,1.462%,00:22:22
L,76.79,01.19,02,0.00000012,0.00019315,1.462%,00:22:21
L,25.15,01.08,07,0.00000011,0.00019325,1.462%,00:22:21
W,01.47,01.09,00,0.00000013,0.00019335,1.462%,00:22:20
L,41.31,01.19,02,0.00000012,0.00019198,1.453%,00:22:19
L,55.03,01.08,07,0.00000011,0.00019208,1.453%,00:22:19
W,08.25,01.11,00,0.00000011,0.00019218,1.453%,00:22:18
L,27.14,01.08,07,0.00000011,0.00019129,1.447%,00:22:18
W,02.42,01.09,00,0.00000013,0.00019139,1.447%,00:22:17
L,48.98,01.19,02,0.00000012,0.00019003,1.438%,00:22:17
L,31.67,01.08,07,0.00000011,0.00019013,1.438%,00:22:16
W,01.13,01.19,00,0.00000147,0.00019023,1.438%,00:22:15
L,57.25,01.95,08,0.00000123,0.00018385,1.404%,00:22:15
L,47.57,01.70,07,0.00000063,0.00018448,1.404%,00:22:14
L,69.62,01.50,07,0.00000037,0.00018485,1.404%,00:22:14
L,94.77,01.33,07,0.00000025,0.00018510,1.404%,00:22:13
L,72.04,01.36,04,0.00000019,0.00018529,1.404%,00:22:12
L,60.40,01.20,07,0.00000014,0.00018543,1.404%,00:22:12
L,59.17,01.19,02,0.00000012,0.00018555,1.404%,00:22:11
L,82.32,01.08,07,0.00000011,0.00018565,1.404%,00:22:10
W,25.18,01.52,00,0.00000493,0.00018575,1.404%,00:22:10
L,64.03,01.72,07,0.00000324,0.00017955,1.396%,00:22:09
L,45.25,01.53,07,0.00000189,0.00018144,1.396%,00:22:08
L,99.20,01.95,08,0.00000123,0.00018267,1.396%,00:22:08
L,84.30,01.70,07,0.00000063,0.00018330,1.396%,00:22:07
L,33.71,01.50,07,0.00000037,0.00018367,1.396%,00:22:07
L,21.00,01.33,07,0.00000025,0.00018392,1.396%,00:22:06
L,61.39,01.36,04,0.00000019,0.00018411,1.396%,00:22:06
L,99.02,01.20,07,0.00000014,0.00018425,1.396%,00:22:05
L,68.23,01.19,02,0.00000012,0.00018437,1.396%,00:22:04
L,87.15,01.08,07,0.00000011,0.00018447,1.396%,00:22:04
W,08.46,01.52,00,0.00000493,0.00018457,1.396%,00:22:03
L,92.48,01.72,07,0.00000324,0.00017838,1.392%,00:22:03
L,57.47,01.53,07,0.00000189,0.00018027,1.392%,00:22:02
L,77.07,01.95,08,0.00000123,0.00018150,1.392%,00:22:01
L,88.92,01.70,07,0.00000063,0.00018213,1.392%,00:22:00
L,68.31,01.50,07,0.00000037,0.00018250,1.392%,00:21:59
L,85.26,01.33,07,0.00000025,0.00018275,1.392%,00:21:59
L,34.64,01.36,04,0.00000019,0.00018294,1.392%,00:21:58
L,10.44,01.20,07,0.00000014,0.00018308,1.392%,00:21:58
L,65.61,01.19,02,0.00000012,0.00018320,1.392%,00:21:57
L,10.01,01.08,07,0.00000011,0.00018330,1.392%,00:21:56
W,12.89,01.43,00,0.00000053,0.00018340,1.392%,00:21:56
L,69.52,01.50,07,0.00000037,0.00018255,1.392%,00:21:55
L,21.26,01.33,07,0.00000025,0.00018280,1.392%,00:21:54
L,96.80,01.36,04,0.00000019,0.00018299,1.392%,00:21:54
L,85.81,01.20,07,0.00000014,0.00018313,1.392%,00:21:53
L,99.37,01.19,02,0.00000012,0.00018325,1.392%,00:21:52
L,09.31,01.08,07,0.00000011,0.00018335,1.392%,00:21:52
W,13.94,01.65,00,0.00000104,0.00018345,1.392%,00:21:51
L,30.25,01.70,07,0.00000063,0.00018248,1.392%,00:21:50
L,88.75,01.50,07,0.00000037,0.00018285,1.392%,00:21:49
L,37.59,01.33,07,0.00000025,0.00018310,1.392%,00:21:49
L,92.30,01.36,04,0.00000019,0.00018329,1.392%,00:21:48
L,39.63,01.20,07,0.00000014,0.00018343,1.392%,00:21:48
L,75.01,01.19,02,0.00000012,0.00018355,1.392%,00:21:47
L,05.33,01.08,07,0.00000011,0.00018365,1.392%,00:21:47
W,13.26,01.43,00,0.00000053,0.00018375,1.392%,00:21:46
L,92.00,01.50,07,0.00000037,0.00018290,1.392%,00:21:46
L,51.59,01.33,07,0.00000025,0.00018315,1.392%,00:21:45
L,24.60,01.36,04,0.00000019,0.00018334,1.392%,00:21:45
L,71.41,01.20,07,0.00000014,0.00018348,1.392%,00:21:44
L,24.61,01.19,02,0.00000012,0.00018360,1.392%,00:21:44
L,25.16,01.08,07,0.00000011,0.00018370,1.392%,00:21:43
W,32.40,01.65,00,0.00000104,0.00018380,1.392%,00:21:43
L,58.38,01.70,07,0.00000063,0.00018283,1.392%,00:21:42
L,46.80,01.50,07,0.00000037,0.00018320,1.392%,00:21:41
L,16.35,01.33,07,0.00000025,0.00018345,1.392%,00:21:41
L,43.92,01.36,04,0.00000019,0.00018364,1.392%,00:21:40
L,73.74,01.20,07,0.00000014,0.00018378,1.392%,00:21:40
